org,dst,CO2,NOx,CO,HC
TAO,DAT,0.0001,0.0006,0.00014,1.28E-05
LHW,LYG,0.0001,0.0007,0.00012,1.16E-05
KWL,SWA,0.0001,0.0005,0.00032,2.37E-05
XNN,WHA,0.0001,0.0007,0.00017,1.59E-05
LJG,LZO,0.0001,0.0007,0.00022,2.34E-05
RLK,CIF,0.0001,0.0005,0.00033,2.22E-05
SWA,KHN,0.0001,0.0007,0.00018,1.79E-05
AHJ,LXA,0.0001,0.0005,0.00024,8.86E-06
CSX,DZH,0.0001,0.0005,0.00031,1.98E-05
ZYI,SYX,0.0001,0.0005,0.00032,2.59E-05
XIY,PZI,0.0001,0.0005,0.00025,8.94E-06
JUZ,HSN,0.0001,0.0005,0.00032,2.42E-05
SJW,YIH,0.0001,0.0005,0.00031,2.10E-05
SYX,URC,0.0001,0.0006,0.00014,3.22E-06
CKG,XIC,0.0001,0.0007,0.00014,1.36E-05
SHE,HLH,0.0001,0.0005,0.00035,2.50E-05
SZX,BHY,0.0001,0.0007,0.00019,1.93E-05
YTY,UYN,0.0001,0.0004,0.00034,2.15E-05
LFQ,TAO,0.0001,0.0007,0.00016,1.51E-05
ZYI,ZUH,0.0001,0.0006,0.00023,2.35E-05
JJN,JGS,0.0001,0.0007,0.00018,1.76E-05
TSN,FUG,0.0001,0.0004,0.00026,1.38E-05
HYN,YYA,0.0001,0.0004,0.00033,2.17E-05
XMN,YIC,0.0001,0.0006,0.00021,1.86E-05
NGB,JHG,0.0001,0.0006,0.00017,1.47E-05
FOC,NNY,0.0001,0.0004,0.00029,1.66E-05
CTU,BZX,0.0001,0.0006,0.00024,1.15E-05
CGD,HAK,0.0001,0.0004,0.00030,1.79E-05
HDG,HGH,0.0001,0.0007,0.00020,1.86E-05
TFU,JIU,0.0001,0.0006,0.00020,1.97E-05
UYN,YTY,0.0001,0.0004,0.00030,1.85E-05
DZH,KHN,0.0001,0.0007,0.00012,1.10E-05
TFU,ENY,0.0001,0.0005,0.00029,2.15E-05
JIU,TFU,0.0001,0.0006,0.00018,1.68E-05
PVG,HZA,0.0001,0.0006,0.00018,1.75E-05
TVS,HGH,0.0001,0.0006,0.00020,1.95E-05
YIC,FOC,0.0001,0.0008,0.00016,1.73E-05
EHU,ZUH,0.0001,0.0004,0.00030,1.93E-05
LXA,NAO,0.0001,0.0005,0.00020,6.59E-06
LYI,XMN,0.0001,0.0006,0.00014,1.30E-05
TFU,SYM,0.0001,0.0006,0.00023,1.49E-05
WNZ,NNY,0.0001,0.0004,0.00030,1.76E-05
LLV,DLC,0.0001,0.0006,0.00021,2.19E-05
BPL,WUH,0.0001,0.0006,0.00009,7.17E-06
DLU,ZAT,0.0001,0.0005,0.00027,1.12E-05
HDG,DSN,0.0001,0.0008,0.00013,1.44E-05
KOW,CZX,0.0001,0.0005,0.00031,2.04E-05
XIC,CKG,0.0001,0.0007,0.00013,1.30E-05
BAV,DLC,0.0001,0.0007,0.00016,1.57E-05
TNA,NAO,0.0001,0.0005,0.00022,6.87E-06
XFN,INC,0.0001,0.0007,0.00020,2.06E-05
XFN,TSN,0.0001,0.0004,0.00032,1.97E-05
CZX,HET,0.0001,0.0006,0.00013,1.21E-05
JHG,LUM,0.0001,0.0007,0.00013,1.28E-05
TFU,AQG,0.0001,0.0005,0.00023,1.63E-05
HSN,LYG,0.0001,0.0009,0.00015,1.77E-05
TVS,HET,0.0001,0.0006,0.00021,1.98E-05
NKG,NNY,0.0001,0.0004,0.00030,1.83E-05
NNG,MIG,0.0001,0.0006,0.00019,1.78E-05
CIH,TSN,0.0001,0.0008,0.00018,1.99E-05
TFU,XIY,0.0001,0.0007,0.00018,1.90E-05
JDZ,TAO,0.0001,0.0007,0.00012,1.12E-05
MDG,SHE,0.0001,0.0007,0.00017,8.79E-06
DZH,TAO,0.0001,0.0006,0.00020,1.77E-05
WUX,YNT,0.0001,0.0007,0.00011,1.07E-05
ZUH,JGS,0.0001,0.0007,0.00017,1.71E-05
WNZ,HCZ,0.0001,0.0004,0.00031,1.87E-05
NKG,HZG,0.0001,0.0006,0.00014,1.24E-05
WEH,YNZ,0.0001,0.0004,0.00039,2.94E-05
AQG,TFU,0.0001,0.0004,0.00028,1.71E-05
XIY,YYA,0.0001,0.0006,0.00017,1.61E-05
HCZ,CKG,0.0001,0.0004,0.00031,1.85E-05
HSN,PVG,0.0001,0.0007,0.00030,3.33E-05
ZHY,CAN,0.0001,0.0006,0.00012,1.06E-05
TFU,TEN,0.0001,0.0007,0.00018,1.79E-05
XMN,JUH,0.0001,0.0006,0.00015,1.42E-05
LFQ,KHN,0.0001,0.0004,0.00028,1.77E-05
CKG,HCZ,0.0001,0.0004,0.00030,1.91E-05
YCU,TFU,0.0001,0.0005,0.00020,1.01E-05
NAO,FOC,0.0001,0.0006,0.00008,6.97E-06
KMG,WNH,0.0001,0.0007,0.00022,2.44E-05
DAT,LHW,0.0001,0.0007,0.00012,1.20E-05
BFJ,XMN,0.0001,0.0006,0.00022,2.14E-05
XIL,BAV,0.0001,0.0004,0.00046,3.63E-05
KWL,YTY,0.0001,0.0006,0.00016,1.53E-05
JHG,NGB,0.0001,0.0006,0.00016,1.45E-05
ZUH,SWA,0.0001,0.0005,0.00028,2.01E-05
SHE,JXA,0.0001,0.0006,0.00021,2.24E-05
TSN,YCU,0.0001,0.0006,0.00010,8.32E-06
EHU,TNA,0.0001,0.0005,0.00023,1.43E-05
ENY,ZYI,0.0001,0.0004,0.00030,2.10E-05
XIL,TSN,0.0001,0.0004,0.00034,2.72E-05
JXA,SHE,0.0001,0.0006,0.00021,2.16E-05
TYN,WHA,0.0001,0.0004,0.00027,1.60E-05
LYG,HSN,0.0001,0.0009,0.00013,1.50E-05
NNY,TYN,0.0001,0.0006,0.00012,1.09E-05
HZA,DSN,0.0001,0.0006,0.00011,1.01E-05
JNG,WXN,0.0001,0.0004,0.00034,2.23E-05
TNA,JGS,0.0001,0.0005,0.00021,2.04E-05
HNY,CGO,0.0001,0.0004,0.00027,1.65E-05
JUZ,SJW,0.0001,0.0004,0.00028,1.90E-05
SQD,CAN,0.0001,0.0004,0.00033,2.26E-05
FOC,YTY,0.0001,0.0006,0.00017,1.74E-05
AAT,PKX,0.0001,0.0006,0.00015,1.36E-05
UYN,TAO,0.0001,0.0004,0.00026,1.76E-05
YIC,XMN,0.0001,0.0006,0.00019,1.68E-05
ZYI,ENY,0.0001,0.0005,0.00028,2.07E-05
PVG,HSN,0.0001,0.0008,0.00019,2.28E-05
JGS,SZX,0.0001,0.0006,0.00021,2.13E-05
SWA,JGS,0.0001,0.0004,0.00029,2.02E-05
HFE,DZH,0.0001,0.0004,0.00031,1.86E-05
LYA,HET,0.0001,0.0008,0.00013,1.47E-05
HIA,KHN,0.0001,0.0004,0.00032,2.13E-05
ENH,CGO,0.0001,0.0006,0.00020,1.99E-05
HZA,WNZ,0.0001,0.0007,0.00010,9.06E-06
XIY,SQJ,0.0001,0.0005,0.00019,6.51E-06
HCZ,BHY,0.0001,0.0006,0.00018,1.69E-05
ZQZ,SHA,0.0001,0.0006,0.00016,1.53E-05
LXA,AHJ,0.0001,0.0005,0.00020,7.61E-06
DLC,DBC,0.0001,0.0006,0.00012,1.09E-05
URC,SYX,0.0001,0.0006,0.00011,2.98E-06
TAO,BAV,0.0001,0.0005,0.00019,1.58E-05
DZH,CTU,0.0001,0.0005,0.00036,3.13E-05
AAT,CAN,0.0001,0.0005,0.00011,8.88E-06
NKG,JGS,0.0001,0.0005,0.00024,1.37E-05
DOY,PEK,0.0001,0.0006,0.00013,1.22E-05
CKG,ACX,0.0001,0.0005,0.00029,2.50E-05
LLV,TSN,0.0001,0.0006,0.00017,1.74E-05
XNN,NNG,0.0001,0.0005,0.00016,1.35E-05
WMT,SJW,0.0001,0.0008,0.00011,1.25E-05
NKG,ZHY,0.0001,0.0005,0.00018,1.63E-05
NTG,TYN,0.0001,0.0006,0.00011,9.43E-06
PVG,NGB,0.0001,0.0009,0.00003,0
DZH,HFE,0.0001,0.0004,0.00025,1.69E-05
HSC,ZHA,0.0001,0.0004,0.00033,2.30E-05
HAK,YLX,0.0001,0.0006,0.00020,1.98E-05
JUH,TFU,0.0001,0.0004,0.00028,1.58E-05
WXN,CSX,0.0001,0.0004,0.00033,2.51E-05
FUG,WNZ,0.0001,0.0004,0.00026,1.73E-05
HAK,EHU,0.0001,0.0006,0.00014,1.33E-05
DOY,SHE,0.0001,0.0006,0.00012,1.14E-05
CKG,HNY,0.0001,0.0004,0.00030,2.05E-05
HNY,CKG,0.0001,0.0004,0.00029,1.90E-05
JDZ,TFU,0.0001,0.0006,0.00010,8.93E-06
WMT,CSX,0.0001,0.0006,0.00011,1.00E-05
SWA,ZHA,0.0001,0.0006,0.00019,1.96E-05
WNZ,XUZ,0.0001,0.0006,0.00017,1.66E-05
NNG,XNN,0.0001,0.0005,0.00016,1.36E-05
ENY,TFU,0.0001,0.0004,0.00029,2.03E-05
NNY,HET,0.0001,0.0004,0.00025,1.38E-05
WXN,NKG,0.0001,0.0006,0.00012,1.02E-05
TSN,WEH,0.0001,0.0006,0.00012,1.10E-05
WXN,JNG,0.0001,0.0004,0.00026,1.69E-05
TYN,NTG,0.0001,0.0006,0.00010,9.24E-06
KWE,ENY,0.0001,0.0004,0.00027,1.85E-05
FUG,CSX,0.0001,0.0006,0.00020,1.99E-05
CTU,LYA,0.0001,0.0004,0.00024,1.58E-05
NNY,XMN,0.0001,0.0006,0.00018,1.74E-05
YBP,CSX,0.0001,0.0006,0.00016,1.54E-05
SYM,TFU,0.0001,0.0005,0.00019,1.33E-05
LCX,CAN,0.0001,0.0005,0.00023,1.41E-05
XFN,KHN,0.0001,0.0006,0.00020,2.03E-05
CHG,TSN,0.0001,0.0004,0.00034,2.82E-05
TAO,LFQ,0.0001,0.0005,0.00017,1.09E-05
ENY,WUH,0.0001,0.0004,0.00023,1.31E-05
WEF,HGH,0.0001,0.0006,0.00018,1.83E-05
SHS,TFU,0.0001,0.0006,0.00019,1.90E-05
TFU,AEB,0.0001,0.0006,0.00011,1.06E-05
LYA,WEH,0.0001,0.0004,0.00023,1.46E-05
SHE,NDG,0.0001,0.0006,0.00016,1.56E-05
PVG,NDG,0.0001,0.0005,0.00018,9.83E-06
WNH,CAN,0.0001,0.0004,0.00022,8.43E-06
YYA,SHA,0.0001,0.0004,0.00024,1.73E-05
INC,LZO,0.0001,0.0007,0.00012,1.35E-05
DYG,KMG,0.0001,0.0006,0.00018,1.86E-05
ZUH,YIC,0.0001,0.0006,0.00016,1.61E-05
DLC,BAV,0.0001,0.0005,0.00019,1.78E-05
YCU,TAO,0.0001,0.0006,0.00014,1.39E-05
BAV,ERL,0.0001,0.0004,0.00030,2.07E-05
TFU,WEF,0.0001,0.0006,0.00012,1.19E-05
DSN,CIF,0.0001,0.0004,0.00027,1.81E-05
WXN,KWE,0.0001,0.0008,0.00014,1.70E-05
XIY,AQG,0.0001,0.0005,0.00019,1.42E-05
CTU,SYM,0.0001,0.0004,0.00021,7.93E-06
ENY,KWE,0.0001,0.0004,0.00027,1.85E-05
YNZ,FOC,0.0001,0.0005,0.00023,2.30E-05
CIF,RLK,0.0001,0.0004,0.00035,2.48E-05
DZH,KMG,0.0001,0.0004,0.00030,2.14E-05
SHS,KWE,0.0001,0.0004,0.00030,2.05E-05
NNY,TAO,0.0001,0.0005,0.00010,5.43E-06
YCU,TSN,0.0001,0.0006,0.00007,6.67E-06
HZA,NNG,0.0001,0.0005,0.00016,1.52E-05
JZH,CTU,0.0001,0.0005,0.00024,1.16E-05
NNG,HZA,0.0001,0.0006,0.00014,1.37E-05
NGB,PVG,0.0001,0.0008,0.00003,1.56E-09
BZX,CTU,0.0001,0.0005,0.00024,1.22E-05
WUZ,XIY,0.0001,0.0006,0.00012,1.14E-05
DDG,YTY,0.0001,0.0005,0.00018,1.71E-05
MIG,XNN,0.0001,0.0006,0.00017,1.73E-05
UYN,SHE,0.0001,0.0004,0.00027,1.84E-05
FOC,JNG,0.0001,0.0006,0.00009,8.94E-06
SYX,WUZ,0.0001,0.0005,0.00011,1.03E-05
SHE,ZQZ,0.0001,0.0005,0.00017,1.60E-05
WUH,HZA,0.0001,0.0006,0.00010,9.33E-06
KWL,FUG,0.0001,0.0004,0.00025,1.66E-05
CZX,JZH,0.0001,0.0004,0.00021,6.70E-06
KHN,JNG,0.0001,0.0004,0.00021,1.25E-05
CTU,ZAT,0.0001,0.0005,0.00021,9.97E-06
LJG,ZAT,0.0001,0.0007,0.00012,1.27E-05
DSN,HZA,0.0001,0.0006,0.00010,9.73E-06
CGO,ENY,0.0001,0.0004,0.00027,1.73E-05
XNN,TAO,0.0001,0.0006,0.00013,1.26E-05
CSX,ACX,0.0001,0.0006,0.00009,8.28E-06
SWA,ZUH,0.0001,0.0004,0.00028,2.24E-05
TAO,XNN,0.0001,0.0005,0.00014,1.20E-05
TGO,PVG,0.0001,0.0005,0.00016,1.39E-05
AQG,FOC,0.0001,0.0005,0.00020,1.99E-05
WEF,TFU,0.0001,0.0005,0.00011,9.65E-06
KWL,SHA,0.0001,0.0005,0.00017,1.79E-05
YIC,ZUH,0.0001,0.0005,0.00016,1.54E-05
YIH,WEH,0.0001,0.0004,0.00021,1.18E-05
FUG,KWL,0.0001,0.0004,0.00028,1.84E-05
FOC,JGS,0.0001,0.0005,0.00019,1.49E-05
DBC,DLC,0.0001,0.0005,0.00011,1.01E-05
LZO,XNN,0.0001,0.0005,0.00017,1.63E-05
YLX,XMN,0.0001,0.0005,0.00020,1.52E-05
PVG,DOY,0.0001,0.0005,0.00015,1.43E-05
HCZ,WNZ,0.0001,0.0004,0.00022,1.32E-05
CAN,SQJ,0.0001,0.0006,0.00013,1.26E-05
PVG,HJJ,0.0001,0.0005,0.00015,1.32E-05
WEH,LYA,0.0001,0.0003,0.00025,1.45E-05
KWE,YYA,0.0001,0.0005,0.00016,1.58E-05
HDG,HET,0.0001,0.0006,0.00017,1.92E-05
BHY,HCZ,0.0001,0.0005,0.00016,1.57E-05
TNA,EHU,0.0001,0.0004,0.00021,1.39E-05
PVG,TGO,0.0001,0.0005,0.00016,1.51E-05
XMN,HDG,0.0001,0.0005,0.00013,1.15E-05
SHA,YYA,0.0001,0.0004,0.00027,1.82E-05
FUG,XMN,0.0001,0.0003,0.00030,2.16E-05
TSN,LYG,0.0001,0.0003,0.00021,1.19E-05
WUH,GYU,0.0001,0.0005,0.00010,8.93E-06
HET,NNY,0.0001,0.0004,0.00021,1.24E-05
HET,FUG,0.0001,0.0004,0.00023,1.49E-05
SHE,JMU,0.0001,0.0005,0.00013,1.30E-05
ZYI,SZX,0.0001,0.0005,0.00019,1.92E-05
YNT,WUX,0.0001,0.0005,0.00010,9.53E-06
YIW,WUH,0.0001,0.0005,0.00016,1.58E-05
SHE,DQA,0.0001,0.0006,0.00011,7.85E-06
FUG,FOC,0.0001,0.0003,0.00024,1.57E-05
HAK,CGD,0.0001,0.0004,0.00023,1.48E-05
XIY,TFU,0.0001,0.0005,0.00015,1.55E-05
ZHY,NKG,0.0001,0.0005,0.00013,1.32E-05
HCZ,JJN,0.0001,0.0005,0.00018,1.83E-05
TSN,YKH,0.0001,0.0003,0.00022,1.30E-05
FOC,WHA,0.0001,0.0005,0.00013,1.18E-05
NNY,FOC,0.0001,0.0003,0.00025,1.61E-05
NNG,HSC,0.0001,0.0005,0.00016,1.57E-05
UYN,JNG,0.0001,0.0004,0.00023,1.47E-05
KWE,XFN,0.0001,0.0006,0.00010,1.01E-05
TGO,TSN,0.0001,0.0004,0.00025,1.88E-05
AEB,TFU,0.0001,0.0005,0.00011,1.03E-05
FUG,LHW,0.0001,0.0003,0.00025,1.43E-05
NNY,WNZ,0.0001,0.0004,0.00021,1.31E-05
WUH,ZHY,0.0001,0.0005,0.00009,8.11E-06
WEH,YIH,0.0001,0.0003,0.00022,1.19E-05
JDZ,TSN,0.0001,0.0005,0.00015,1.58E-05
WXN,HGH,0.0001,0.0004,0.00014,6.13E-06
JGS,CAN,0.0001,0.0005,0.00017,1.68E-05
HSN,CSX,0.0001,0.0003,0.00028,2.01E-05
ZYI,JHG,0.0001,0.0005,0.00016,1.53E-05
JDZ,NGB,0.0001,0.0005,0.00012,1.16E-05
TAO,NNY,0.0001,0.0004,0.00012,4.17E-06
HRB,XIL,0.0001,0.0004,0.00023,1.55E-05
JHG,ZYI,0.0001,0.0005,0.00015,1.55E-05
NNY,KHN,0.0001,0.0003,0.00026,1.91E-05
XNN,MIG,0.0001,0.0005,0.00016,1.76E-05
SYM,CTU,0.0001,0.0004,0.00017,6.30E-06
DNH,CKG,0.0001,0.0005,0.00015,1.55E-05
DDG,TAO,0.0001,0.0005,0.00011,9.70E-06
KWE,IQN,0.0001,0.0004,0.00023,1.63E-05
CTU,DCY,0.0001,0.0004,0.00019,8.02E-06
YTY,TSN,0.0001,0.0005,0.00013,1.44E-05
NKG,WXN,0.0001,0.0004,0.00015,1.04E-05
XNN,NTG,0.0001,0.0005,0.00007,7.32E-06
NNY,NKG,0.0001,0.0004,0.00023,1.84E-05
LZO,KWE,0.0001,0.0008,0.00012,1.47E-05
DZH,XIC,0.0001,0.0003,0.00026,1.90E-05
CSX,KOW,0.0001,0.0005,0.00014,1.44E-05
HET,TVS,0.0001,0.0005,0.00015,1.51E-05
YTY,DDG,0.0001,0.0005,0.00016,1.53E-05
AQG,XIY,0.0001,0.0004,0.00020,1.40E-05
YNT,HLD,0.0001,0.0005,0.00010,1.05E-05
JGS,ZUH,0.0001,0.0004,0.00016,1.58E-05
DLC,NBS,0.0001,0.0005,0.00015,1.50E-05
SWA,LUM,0.0001,0.0005,0.00013,1.18E-05
CGO,JZH,0.0001,0.0004,0.00016,5.43E-06
AQG,CSX,0.0001,0.0004,0.00020,1.46E-05
HJJ,CAN,0.0001,0.0004,0.00018,1.88E-05
CGD,XIY,0.0001,0.0004,0.00022,1.81E-05
CAN,WSK,0.0001,0.0004,0.00016,5.42E-06
NNY,LHW,0.0001,0.0005,0.00014,1.41E-05
XMN,JUZ,0.0001,0.0003,0.00019,1.18E-05
HNY,LJG,0.0001,0.0004,0.00012,1.06E-05
XUZ,KHN,0.0001,0.0004,0.00024,1.96E-05
WUX,YIH,0.0001,0.0005,0.00009,8.00E-06
TAO,YCU,0.0001,0.0004,0.00013,1.24E-05
KWE,SHS,0.0001,0.0004,0.00023,1.70E-05
YTY,FOC,0.0001,0.0004,0.00018,1.85E-05
IQN,KWE,0.0001,0.0003,0.00023,1.60E-05
SYX,DLC,0.0001,0.0004,0.00012,1.07E-05
LFQ,KWE,0.0001,0.0003,0.00024,1.60E-05
FUG,TSN,0.0001,0.0003,0.00022,1.54E-05
PKX,AAT,0.0001,0.0004,0.00013,1.20E-05
HET,DSN,0.0001,0.0003,0.00030,2.32E-05
YTY,DLC,0.0001,0.0005,0.00015,1.60E-05
TNA,ENH,0.0001,0.0004,0.00013,1.23E-05
JIQ,KMG,0.0001,0.0005,0.00016,1.70E-05
CSX,WGN,0.0001,0.0003,0.00026,2.03E-05
HLD,TYN,0.0001,0.0005,0.00008,7.53E-06
AQG,PVG,0.0001,0.0004,0.00021,1.70E-05
JNG,UYN,0.0001,0.0003,0.00025,1.65E-05
KWL,WMT,0.0001,0.0006,0.00010,1.04E-05
WNZ,YTY,0.0001,0.0003,0.00024,1.73E-05
LZO,DCY,0.0001,0.0004,0.00018,7.53E-06
AQG,KWE,0.0001,0.0004,0.00013,1.13E-05
TEN,TFU,0.0001,0.0005,0.00017,1.67E-05
XMN,JDZ,0.0001,0.0005,0.00009,8.10E-06
XMN,HRB,0.0001,0.0005,0.00008,7.46E-06
DAT,TAO,0.0001,0.0005,0.00009,9.37E-06
KWE,AQG,0.0001,0.0004,0.00011,1.03E-05
FUG,INC,0.0001,0.0003,0.00025,1.53E-05
HZA,PVG,0.0001,0.0004,0.00018,1.90E-05
NBS,DLC,0.0001,0.0004,0.00015,1.49E-05
XNN,LZO,0.0001,0.0004,0.00015,1.38E-05
HSC,SWA,0.0001,0.0005,0.00017,1.84E-05
CAN,BFJ,0.0001,0.0004,0.00013,5.80E-06
TFU,AHJ,0.0001,0.0004,0.00019,8.06E-06
XFN,KWE,0.0001,0.0005,0.00009,9.15E-06
ZHA,HSC,0.0001,0.0003,0.00024,1.71E-05
WNH,KMG,0.0001,0.0004,0.00024,2.58E-05
HGH,WXN,0.0001,0.0003,0.00016,6.71E-06
TFU,GYU,0.0001,0.0003,0.00022,1.65E-05
EHU,WNZ,0.0001,0.0003,0.00025,1.77E-05
XIC,DZH,0.0001,0.0003,0.00021,1.53E-05
HLH,SHE,0.0001,0.0003,0.00030,2.26E-05
NNG,DZH,0.0001,0.0004,0.00013,1.22E-05
TFU,LNL,0.0001,0.0004,0.00018,9.60E-06
HJJ,PVG,0.0001,0.0005,0.00012,1.25E-05
ZHY,KMG,0.0001,0.0004,0.00013,1.26E-05
DZH,CGO,0.0001,0.0005,0.00010,1.08E-05
HRB,XMN,0.0001,0.0004,0.00008,7.53E-06
TFU,LYG,0.0001,0.0005,0.00007,6.00E-06
SYX,HET,0.0001,0.0004,0.00008,7.29E-06
NDG,PVG,0.0001,0.0003,0.00016,8.44E-06
CGO,MIG,0.0001,0.0004,0.00012,1.12E-05
DLC,SYX,0.0001,0.0004,0.00013,1.10E-05
HRB,YIH,0.0001,0.0005,0.00008,1.87E-06
WMT,KWL,0.0001,0.0005,0.00009,9.95E-06
HZG,NNG,0.0001,0.0003,0.00026,1.86E-05
HET,SYX,0.0001,0.0004,0.00008,7.08E-06
JIU,PVG,0.0001,0.0004,0.00013,1.32E-05
ZHA,SWA,0.0001,0.0004,0.00015,1.50E-05
AEB,SZX,0.0001,0.0004,0.00015,1.52E-05
CAN,KOW,0.0001,0.0003,0.00022,1.64E-05
MIG,CGO,0.0001,0.0004,0.00012,1.14E-05
TVS,XIY,0.0001,0.0004,0.00009,8.49E-06
CTU,ZYI,0.0001,0.0005,0.00014,1.54E-05
NGB,HIA,0.0001,0.0004,0.00015,1.50E-05
CIH,XIY,0.0001,0.0005,0.00013,1.45E-05
XMN,AQG,0.0001,0.0004,0.00015,1.18E-05
BHY,SZX,0.0001,0.0004,0.00017,1.80E-05
TNH,TAO,0.0001,0.0004,0.00013,1.23E-05
LZO,XIC,0.0001,0.0004,0.00021,1.88E-05
BFJ,WUH,0.0001,0.0005,0.00010,1.01E-05
KHN,BAV,0.0001,0.0003,0.00019,1.12E-05
DZH,NNG,0.0001,0.0004,0.00014,1.33E-05
YNT,CDE,0.0001,0.0006,0.00011,1.32E-05
YNZ,WEH,0.0001,0.0003,0.00030,2.28E-05
CZX,LZH,0.0001,0.0004,0.00012,1.09E-05
WDS,NNG,0.0001,0.0003,0.00020,1.22E-05
MXZ,ZHA,0.0001,0.0003,0.00021,1.43E-05
WNZ,AQG,0.0001,0.0003,0.00020,1.36E-05
XIC,NKG,0.0001,0.0004,0.00010,9.66E-06
ZAT,CTU,0.0001,0.0004,0.00017,7.82E-06
SHE,HDG,0.0001,0.0004,0.00011,1.02E-05
KWE,NNY,0.0001,0.0003,0.00019,1.41E-05
TAO,DDG,0.0001,0.0004,0.00009,8.70E-06
JDZ,KMG,0.0001,0.0004,0.00008,7.11E-06
NZL,HET,0.0001,0.0003,0.00020,1.45E-05
WHA,CSX,0.0001,0.0003,0.00025,1.82E-05
CIF,TSN,0.0001,0.0004,0.00022,1.92E-05
CTU,KGT,0.0001,0.0004,0.00019,8.89E-06
ACF,TFU,0.0001,0.0004,0.00018,1.93E-05
PKX,ZHA,0.0001,0.0004,0.00007,6.40E-06
NTG,HZG,0.0001,0.0004,0.00013,1.15E-05
DOY,PVG,0.0001,0.0004,0.00013,1.30E-05
MIG,XIC,0.0001,0.0005,0.00014,1.52E-05
XIY,JNG,0.0001,0.0003,0.00019,1.28E-05
LZH,CZX,0.0001,0.0004,0.00011,1.09E-05
WHA,XMN,0.0001,0.0004,0.00015,1.49E-05
JMU,FYJ,0.0001,0.0003,0.00031,2.52E-05
NNY,WHA,0.0001,0.0003,0.00018,1.11E-05
NBS,XIY,0.0001,0.0004,0.00012,1.06E-05
AEB,CAN,0.0001,0.0004,0.00008,7.89E-06
JNG,FOC,0.0001,0.0004,0.00008,7.54E-06
TVS,SHE,0.0001,0.0004,0.00014,1.49E-05
NTG,XNN,0.0001,0.0004,0.00008,6.97E-06
SWA,HYN,0.0001,0.0003,0.00018,1.18E-05
NKG,XIC,0.0001,0.0004,0.00012,1.05E-05
ZHY,WUH,0.0001,0.0004,0.00007,5.85E-06
WHA,TYN,0.0001,0.0003,0.00022,1.42E-05
NLH,KMG,0.0001,0.0004,0.00011,1.06E-05
HDG,XMN,0.0001,0.0004,0.00013,1.24E-05
XIL,HRB,0.0001,0.0003,0.00020,1.44E-05
WMT,TAO,0.0001,0.0005,0.00006,6.09E-06
FUG,HET,0.0001,0.0003,0.00026,1.90E-05
BAR,DSN,0.0001,0.0004,0.00010,8.50E-06
WUH,YIN,0.0001,0.0004,0.00006,4.93E-06
TFU,XIC,0.0001,0.0004,0.00014,6.77E-06
ENH,TNA,0.0001,0.0004,0.00012,1.15E-05
PKX,JNG,0.0001,0.0005,0.00011,1.22E-05
WUZ,WUH,0.0001,0.0004,0.00008,7.64E-06
JUH,XMN,0.0001,0.0004,0.00015,1.57E-05
YLX,HAK,0.0001,0.0004,0.00013,1.30E-05
HLD,YNT,0.0001,0.0005,0.00008,8.61E-06
ZHA,PKX,0.0001,0.0004,0.00007,6.65E-06
HZG,NTG,0.0001,0.0004,0.00011,1.05E-05
WSK,CAN,0.0001,0.0003,0.00014,5.24E-06
HET,LFQ,0.0001,0.0003,0.00020,1.40E-05
TLQ,PKX,0.0001,0.0005,0.00006,6.77E-06
TAO,TNH,0.0001,0.0004,0.00012,1.15E-05
TYN,HLD,0.0001,0.0004,0.00008,7.62E-06
YIH,HRB,0.0001,0.0004,0.00008,1.51E-06
LHW,NNY,0.0001,0.0004,0.00012,1.24E-05
FOC,SJW,0.0001,0.0004,0.00007,5.92E-06
TNA,YCU,0.0001,0.0004,0.00013,1.29E-05
NDG,SHE,0.0001,0.0004,0.00015,1.49E-05
CZX,AKA,0.0001,0.0003,0.00012,1.07E-05
LJG,HNY,0.0001,0.0004,0.00011,9.88E-06
JGS,HRB,0.0001,0.0004,0.00006,5.56E-06
JGS,JJN,0.0001,0.0004,0.00016,1.66E-05
PVG,JIU,0.0001,0.0004,0.00015,1.54E-05
LUM,SWA,0.0001,0.0004,0.00011,9.69E-06
DSN,WHA,0.0001,0.0004,0.00007,6.55E-06
WGN,CKG,0.0001,0.0003,0.00019,1.64E-05
TSN,DAT,0.0001,0.0003,0.00017,1.08E-05
DZH,CSX,0.0001,0.0003,0.00023,1.79E-05
YIH,WUX,0.0001,0.0004,0.00008,7.74E-06
TYN,BAR,0.0001,0.0004,0.00008,6.93E-06
WHA,FOC,0.0001,0.0004,0.00012,1.20E-05
TYN,LYI,0.0001,0.0004,0.00007,7.18E-06
XMN,WHA,0.0001,0.0004,0.00010,9.30E-06
SYX,YIH,0.0001,0.0004,0.00009,2.25E-06
HNY,SYX,0.0001,0.0003,0.00017,1.12E-05
HYN,SWA,0.0001,0.0003,0.00020,1.32E-05
HRB,FUO,0.0001,0.0004,0.00006,4.86E-06
TNA,BZX,0.0001,0.0004,0.00010,9.50E-06
TFU,AKA,0.0001,0.0004,0.00011,1.24E-05
UYN,HET,0.0001,0.0003,0.00025,1.91E-05
XIC,LZO,0.0001,0.0004,0.00018,1.75E-05
KMG,SYM,0.0001,0.0004,0.00008,7.19E-06
HNY,XIY,0.0001,0.0003,0.00015,9.51E-06
ERL,BAV,0.0001,0.0002,0.00028,2.21E-05
