org,dst,CO2,NOx,CO,HC
LYI,INC,0.0005,0.0020,0.00058,5.37E-05
WEH,NGB,0.0005,0.0020,0.00065,6.33E-05
JUH,SZX,0.0005,0.0019,0.00059,5.56E-05
NTG,INC,0.0005,0.0013,0.00100,5.65E-05
CSX,NAO,0.0005,0.0025,0.00022,1.31E-05
MDG,YNT,0.0005,0.0020,0.00060,5.76E-05
HNY,CTU,0.0005,0.0020,0.00059,5.59E-05
ZUH,YIH,0.0005,0.0021,0.00035,3.20E-05
WHA,XIY,0.0005,0.0015,0.00074,2.38E-05
KOW,HGH,0.0005,0.0020,0.00057,5.22E-05
NDG,TSN,0.0005,0.0019,0.00061,5.79E-05
WUT,CSX,0.0005,0.0021,0.00037,3.35E-05
WNZ,ENH,0.0005,0.0019,0.00056,5.04E-05
DZH,TFU,0.0005,0.0018,0.00113,9.74E-05
WUZ,PKX,0.0005,0.0020,0.00036,3.33E-05
CIH,PVG,0.0005,0.0020,0.00057,5.10E-05
XIY,WHA,0.0005,0.0016,0.00066,2.25E-05
SHE,HUO,0.0005,0.0021,0.00049,4.65E-05
ZUH,CGD,0.0005,0.0022,0.00036,3.30E-05
XMN,HIA,0.0005,0.0022,0.00033,3.02E-05
JJN,SYX,0.0005,0.0020,0.00061,5.90E-05
NDG,PEK,0.0005,0.0021,0.00041,3.98E-05
XIC,SZX,0.0005,0.0015,0.00072,2.42E-05
LYA,SHA,0.0005,0.0023,0.00049,5.00E-05
WXN,FOC,0.0005,0.0021,0.00041,3.89E-05
PEK,WDS,0.0005,0.0017,0.00062,2.80E-05
CAN,RIZ,0.0005,0.0022,0.00052,5.22E-05
HNY,HAK,0.0005,0.0020,0.00042,3.79E-05
ZUH,CZX,0.0005,0.0022,0.00033,3.09E-05
TFU,TXN,0.0005,0.0015,0.00077,4.40E-05
PKX,LLF,0.0005,0.0020,0.00034,2.99E-05
TFU,RIZ,0.0005,0.0023,0.00044,4.27E-05
HUZ,CSX,0.0005,0.0020,0.00056,3.42E-05
HGH,XFN,0.0005,0.0020,0.00056,5.27E-05
FOC,ZAT,0.0005,0.0020,0.00036,3.17E-05
WUH,LZO,0.0005,0.0019,0.00056,5.10E-05
YIW,CGO,0.0005,0.0020,0.00038,3.45E-05
HGH,YIH,0.0005,0.0020,0.00059,5.57E-05
PEK,DDG,0.0005,0.0021,0.00039,3.65E-05
YNZ,CAN,0.0004,0.0017,0.00066,4.82E-05
CAN,DSN,0.0004,0.0019,0.00059,5.47E-05
CGO,HUZ,0.0004,0.0020,0.00050,4.66E-05
PKX,BZX,0.0004,0.0022,0.00041,4.13E-05
CAN,XIC,0.0004,0.0020,0.00059,5.62E-05
YYA,PVG,0.0004,0.0022,0.00054,5.48E-05
DSN,TAO,0.0004,0.0021,0.00057,5.81E-05
CGO,RQA,0.0004,0.0019,0.00031,2.59E-05
YIW,TYN,0.0004,0.0015,0.00081,5.08E-05
SZX,CIH,0.0004,0.0021,0.00035,3.16E-05
UYN,SZX,0.0004,0.0019,0.00037,3.27E-05
WGN,PEK,0.0004,0.0020,0.00036,3.32E-05
TNA,HSN,0.0004,0.0020,0.00035,3.14E-05
XNN,LXA,0.0004,0.0016,0.00069,2.53E-05
HUZ,HGH,0.0004,0.0021,0.00053,5.21E-05
JUZ,SZX,0.0004,0.0019,0.00039,3.48E-05
WHA,CGQ,0.0004,0.0020,0.00041,3.81E-05
BAV,HLD,0.0004,0.0014,0.00081,4.55E-05
LYI,XIY,0.0004,0.0019,0.00057,5.15E-05
JNZ,PVG,0.0004,0.0020,0.00057,5.49E-05
LZO,SJW,0.0004,0.0026,0.00036,4.13E-05
CGO,KOW,0.0004,0.0021,0.00033,3.03E-05
HFE,JJN,0.0004,0.0020,0.00048,4.61E-05
NTG,FOC,0.0004,0.0021,0.00044,4.18E-05
SZX,BAR,0.0004,0.0022,0.00038,3.59E-05
JGS,KMG,0.0004,0.0019,0.00049,4.35E-05
FUO,WNZ,0.0004,0.0022,0.00032,3.09E-05
HGH,WMT,0.0004,0.0020,0.00035,3.04E-05
TNA,KOW,0.0004,0.0019,0.00054,4.92E-05
BAV,SHE,0.0004,0.0019,0.00060,5.71E-05
CAN,JUZ,0.0004,0.0020,0.00049,4.02E-05
RLK,PEK,0.0004,0.0020,0.00056,5.49E-05
TFU,TWC,0.0004,0.0019,0.00048,4.22E-05
NKG,YCU,0.0004,0.0018,0.00054,4.99E-05
JHG,SJW,0.0004,0.0016,0.00058,3.02E-05
BSD,NKG,0.0004,0.0021,0.00045,4.31E-05
XMN,LZO,0.0004,0.0022,0.00026,2.06E-05
PVG,CHG,0.0004,0.0015,0.00072,2.49E-05
WEF,CSX,0.0004,0.0019,0.00055,5.11E-05
ZHA,XIY,0.0004,0.0019,0.00053,4.95E-05
TFU,TCG,0.0004,0.0019,0.00049,4.27E-05
XFN,XMN,0.0004,0.0021,0.00037,3.47E-05
YCU,CSX,0.0004,0.0020,0.00038,3.38E-05
DDG,YNT,0.0004,0.0020,0.00064,6.28E-05
XMN,ZYI,0.0004,0.0019,0.00049,4.11E-05
HDG,HAK,0.0004,0.0019,0.00049,4.41E-05
TLQ,CSX,0.0004,0.0019,0.00046,3.92E-05
JJN,YBP,0.0004,0.0019,0.00055,5.16E-05
CSX,ZUH,0.0004,0.0021,0.00035,3.29E-05
WDS,XMN,0.0004,0.0019,0.00047,4.42E-05
WXN,PVG,0.0004,0.0020,0.00059,5.98E-05
HUZ,CKG,0.0004,0.0021,0.00049,4.73E-05
LZH,TFU,0.0004,0.0018,0.00068,5.26E-05
SZX,HZG,0.0004,0.0020,0.00036,3.29E-05
SHA,KOW,0.0004,0.0025,0.00039,4.17E-05
DAT,HRB,0.0004,0.0019,0.00055,5.35E-05
LZO,SYX,0.0004,0.0023,0.00042,4.56E-05
AKU,PEK,0.0004,0.0020,0.00033,3.04E-05
XFN,ZUH,0.0004,0.0019,0.00055,5.22E-05
NKG,BSD,0.0004,0.0017,0.00056,4.94E-05
SWA,TAO,0.0004,0.0020,0.00050,4.77E-05
PVG,KHN,0.0004,0.0019,0.00062,6.18E-05
PVG,NZH,0.0004,0.0017,0.00059,4.41E-05
DSN,YNT,0.0004,0.0021,0.00035,3.38E-05
XIC,CAN,0.0004,0.0018,0.00062,5.83E-05
WNZ,YBP,0.0004,0.0018,0.00049,4.20E-05
XIY,JUH,0.0004,0.0020,0.00052,5.02E-05
KWE,TYN,0.0004,0.0021,0.00038,3.75E-05
WUH,ZYI,0.0004,0.0019,0.00055,5.19E-05
JMJ,KMG,0.0004,0.0019,0.00048,4.54E-05
DLC,XMN,0.0004,0.0018,0.00058,5.53E-05
PVG,JNZ,0.0004,0.0019,0.00057,5.54E-05
WUH,LFQ,0.0004,0.0020,0.00052,5.04E-05
YBP,SJW,0.0004,0.0025,0.00034,3.90E-05
LLF,PKX,0.0004,0.0020,0.00034,3.13E-05
HRB,LYA,0.0004,0.0019,0.00036,3.29E-05
WMT,NKG,0.0004,0.0021,0.00031,3.08E-05
NKG,LFQ,0.0004,0.0018,0.00059,5.33E-05
JNG,KWE,0.0004,0.0018,0.00054,4.81E-05
XMN,TEN,0.0004,0.0020,0.00038,3.53E-05
WEF,SYX,0.0004,0.0017,0.00055,4.85E-05
XIC,NGB,0.0004,0.0020,0.00047,4.63E-05
PEK,CZX,0.0004,0.0024,0.00040,4.18E-05
YBP,NKG,0.0004,0.0018,0.00048,3.18E-05
HGH,HLH,0.0004,0.0018,0.00051,4.56E-05
NGB,XIC,0.0004,0.0017,0.00055,4.92E-05
TNA,JHG,0.0004,0.0017,0.00054,4.45E-05
JJN,NNG,0.0004,0.0020,0.00033,3.03E-05
LYA,HRB,0.0004,0.0019,0.00032,2.81E-05
YIH,HGH,0.0004,0.0020,0.00050,4.87E-05
PVG,GYS,0.0004,0.0017,0.00059,5.30E-05
HNY,KMG,0.0004,0.0018,0.00054,5.02E-05
NKG,DAT,0.0004,0.0015,0.00064,3.38E-05
TFU,TVS,0.0004,0.0020,0.00046,4.40E-05
HRB,HSN,0.0004,0.0019,0.00033,3.00E-05
XMN,JHG,0.0004,0.0019,0.00033,2.98E-05
CAN,PZI,0.0004,0.0014,0.00062,1.96E-05
HLH,SZX,0.0004,0.0017,0.00050,4.20E-05
GYS,TNA,0.0004,0.0020,0.00049,4.78E-05
INC,WMT,0.0004,0.0020,0.00037,3.65E-05
YNT,DSN,0.0004,0.0018,0.00038,3.39E-05
JHG,TNA,0.0004,0.0018,0.00047,4.14E-05
KMG,NAO,0.0004,0.0015,0.00060,2.17E-05
KHN,ENH,0.0004,0.0020,0.00054,5.23E-05
ENH,CAN,0.0004,0.0018,0.00058,5.78E-05
SJW,NKG,0.0004,0.0021,0.00038,3.84E-05
CSX,CZX,0.0004,0.0021,0.00046,4.50E-05
TCG,CGO,0.0004,0.0017,0.00041,3.36E-05
DQA,YNT,0.0004,0.0018,0.00056,5.35E-05
KHN,YNZ,0.0004,0.0020,0.00048,4.72E-05
TFU,LLV,0.0004,0.0019,0.00055,4.74E-05
HGH,HZA,0.0004,0.0021,0.00051,5.10E-05
CAN,JDZ,0.0004,0.0019,0.00048,4.60E-05
PEK,TNH,0.0004,0.0020,0.00033,3.16E-05
SJW,YBP,0.0004,0.0023,0.00037,4.02E-05
KMG,LJG,0.0004,0.0020,0.00039,3.75E-05
RIZ,CAN,0.0004,0.0017,0.00056,5.20E-05
CSX,HZA,0.0004,0.0020,0.00034,3.19E-05
PVG,SHS,0.0004,0.0018,0.00058,5.44E-05
SJW,TGO,0.0004,0.0016,0.00057,5.30E-05
DAT,NKG,0.0004,0.0016,0.00056,3.31E-05
WHA,CAN,0.0004,0.0018,0.00054,4.97E-05
NTG,XMN,0.0004,0.0019,0.00039,3.65E-05
HDG,PVG,0.0004,0.0017,0.00059,4.46E-05
HAK,XUZ,0.0004,0.0018,0.00049,4.59E-05
KMG,DLU,0.0004,0.0020,0.00039,3.75E-05
HAK,HNY,0.0004,0.0019,0.00037,3.48E-05
YIH,KWE,0.0004,0.0022,0.00052,5.65E-05
SJW,JHG,0.0004,0.0014,0.00063,3.05E-05
WNZ,HDG,0.0004,0.0019,0.00030,2.67E-05
TNH,PEK,0.0004,0.0018,0.00040,3.70E-05
LZY,XIY,0.0004,0.0015,0.00056,1.90E-05
SWA,BHY,0.0004,0.0019,0.00053,5.26E-05
FUG,SYX,0.0004,0.0017,0.00052,4.70E-05
CSX,WUZ,0.0004,0.0019,0.00049,4.72E-05
HAK,HDG,0.0004,0.0018,0.00048,4.39E-05
TSN,ENH,0.0004,0.0019,0.00029,2.65E-05
CKG,ZQZ,0.0004,0.0020,0.00041,4.00E-05
XFN,SHA,0.0004,0.0020,0.00040,2.27E-05
XMN,NGB,0.0004,0.0020,0.00035,3.29E-05
JHG,TSN,0.0004,0.0017,0.00047,4.37E-05
ZUH,SYX,0.0004,0.0020,0.00037,3.58E-05
KMG,NNG,0.0004,0.0019,0.00057,5.77E-05
HET,XNN,0.0004,0.0017,0.00036,3.04E-05
DSN,CAN,0.0004,0.0016,0.00054,4.88E-05
TAO,JJN,0.0004,0.0018,0.00038,3.40E-05
YBP,URC,0.0004,0.0018,0.00050,4.47E-05
KOW,NNG,0.0004,0.0018,0.00050,4.72E-05
BHY,CSX,0.0004,0.0019,0.00039,3.63E-05
JZH,TFU,0.0004,0.0016,0.00078,3.76E-05
CKG,DSN,0.0004,0.0014,0.00085,5.90E-05
CGD,ZUH,0.0004,0.0019,0.00035,3.17E-05
WUH,RIZ,0.0004,0.0019,0.00045,4.31E-05
KMG,WMT,0.0004,0.0021,0.00034,3.24E-05
WMT,INC,0.0004,0.0020,0.00036,3.59E-05
SYX,WMT,0.0004,0.0018,0.00061,6.01E-05
DSN,WUH,0.0004,0.0022,0.00032,3.41E-05
ENH,WNZ,0.0004,0.0019,0.00047,4.54E-05
TNA,GYS,0.0004,0.0017,0.00052,4.61E-05
WMT,HGH,0.0004,0.0019,0.00033,3.19E-05
NZH,PVG,0.0004,0.0016,0.00056,4.29E-05
DLC,DSN,0.0004,0.0018,0.00036,3.22E-05
HAK,INC,0.0004,0.0018,0.00034,3.09E-05
KWE,JNG,0.0004,0.0018,0.00052,4.90E-05
LZY,CAN,0.0004,0.0015,0.00034,1.91E-05
HRB,RIZ,0.0004,0.0018,0.00054,5.18E-05
PEK,WGN,0.0004,0.0018,0.00032,2.83E-05
TVS,TFU,0.0004,0.0016,0.00050,4.41E-05
TSN,AQG,0.0004,0.0017,0.00041,3.51E-05
HUZ,NAO,0.0004,0.0019,0.00030,2.80E-05
PEK,RLK,0.0004,0.0017,0.00050,4.63E-05
WNZ,LYI,0.0004,0.0018,0.00063,6.34E-05
KWE,JUZ,0.0004,0.0013,0.00069,4.01E-05
CIH,SZX,0.0004,0.0018,0.00030,2.68E-05
LYI,SYX,0.0004,0.0020,0.00036,3.77E-05
YYA,SYX,0.0004,0.0018,0.00033,3.07E-05
SHE,WHA,0.0004,0.0015,0.00066,4.49E-05
SYX,FUG,0.0004,0.0018,0.00047,4.30E-05
CSX,DAT,0.0004,0.0018,0.00053,5.11E-05
HAK,JGS,0.0004,0.0017,0.00057,5.61E-05
HRB,WUT,0.0004,0.0017,0.00042,3.27E-05
PKX,DYG,0.0004,0.0017,0.00032,2.79E-05
JGS,HAK,0.0004,0.0017,0.00055,5.22E-05
FOC,YNT,0.0004,0.0018,0.00046,4.00E-05
HYN,SZX,0.0004,0.0016,0.00052,3.42E-05
KMG,GYS,0.0004,0.0019,0.00052,5.10E-05
XUZ,HAK,0.0004,0.0016,0.00050,4.49E-05
YTY,PEK,0.0004,0.0020,0.00042,3.47E-05
YBP,HFE,0.0004,0.0019,0.00030,2.86E-05
WDS,DLC,0.0004,0.0019,0.00029,2.71E-05
KMG,WDS,0.0004,0.0019,0.00031,2.94E-05
CAN,AQG,0.0004,0.0016,0.00047,2.09E-05
FOC,GYS,0.0004,0.0017,0.00047,4.17E-05
WUH,CIH,0.0004,0.0019,0.00050,4.91E-05
EHU,TFU,0.0004,0.0017,0.00050,4.68E-05
SWA,TYN,0.0004,0.0018,0.00042,3.81E-05
CSX,DSN,0.0004,0.0019,0.00030,2.76E-05
KWE,LLV,0.0004,0.0018,0.00054,5.36E-05
RIZ,HRB,0.0004,0.0017,0.00056,5.45E-05
PEK,NDG,0.0004,0.0018,0.00038,3.68E-05
LHW,LJG,0.0004,0.0017,0.00036,3.38E-05
SJW,LZO,0.0004,0.0022,0.00035,3.82E-05
YIC,HAK,0.0004,0.0018,0.00034,3.22E-05
SHF,WUX,0.0004,0.0019,0.00036,3.49E-05
LHW,YNT,0.0004,0.0018,0.00046,4.41E-05
DYG,PKX,0.0004,0.0018,0.00032,2.94E-05
NNY,HGH,0.0004,0.0019,0.00034,3.26E-05
KMG,LZH,0.0004,0.0020,0.00047,4.85E-05
HET,HUO,0.0004,0.0017,0.00041,3.68E-05
DLC,WDS,0.0004,0.0017,0.00031,2.65E-05
WMT,SYX,0.0004,0.0016,0.00061,5.88E-05
ZQZ,PVG,0.0004,0.0017,0.00053,5.20E-05
CHG,PVG,0.0004,0.0014,0.00060,2.15E-05
BAV,PEK,0.0004,0.0013,0.00086,6.03E-05
HIA,HRB,0.0004,0.0016,0.00055,4.96E-05
CKG,DLU,0.0004,0.0018,0.00040,3.54E-05
CAN,NNG,0.0004,0.0019,0.00032,3.04E-05
HGH,TEN,0.0004,0.0017,0.00052,4.85E-05
ACX,ZUH,0.0004,0.0021,0.00037,3.95E-05
YNZ,ZUH,0.0004,0.0016,0.00053,4.84E-05
NGB,KWL,0.0004,0.0017,0.00054,5.04E-05
SZX,DOY,0.0004,0.0018,0.00047,4.43E-05
DAT,WUH,0.0004,0.0016,0.00058,5.55E-05
XFN,HGH,0.0004,0.0019,0.00051,5.17E-05
URC,YBP,0.0004,0.0017,0.00047,4.32E-05
NNG,YBP,0.0004,0.0018,0.00052,5.08E-05
JDZ,SZX,0.0004,0.0017,0.00054,5.12E-05
YYA,JJN,0.0004,0.0018,0.00053,5.37E-05
CIF,NKG,0.0004,0.0018,0.00053,5.40E-05
ZHA,CSX,0.0004,0.0018,0.00046,4.62E-05
XNN,HET,0.0004,0.0018,0.00036,3.29E-05
DSN,DLC,0.0004,0.0018,0.00032,3.12E-05
JUH,XIY,0.0004,0.0016,0.00054,4.92E-05
NKG,WEH,0.0004,0.0019,0.00052,5.25E-05
KHN,HSN,0.0004,0.0017,0.00048,2.96E-05
PKX,WHA,0.0004,0.0020,0.00035,3.60E-05
HFE,LZH,0.0004,0.0017,0.00050,4.60E-05
XMN,XUZ,0.0004,0.0018,0.00036,3.45E-05
PVG,YYA,0.0004,0.0017,0.00054,4.97E-05
JUZ,KWE,0.0004,0.0012,0.00081,4.48E-05
FOC,LZH,0.0004,0.0018,0.00033,3.14E-05
PKX,EHU,0.0004,0.0016,0.00048,4.54E-05
BPE,SJW,0.0004,0.0018,0.00066,6.84E-05
JIU,XIY,0.0004,0.0016,0.00054,5.03E-05
SJW,BPE,0.0004,0.0018,0.00064,6.80E-05
CGD,CAN,0.0004,0.0014,0.00075,4.68E-05
UYN,WUH,0.0004,0.0016,0.00054,5.07E-05
CSX,XUZ,0.0004,0.0017,0.00055,4.43E-05
SHA,XNN,0.0004,0.0016,0.00050,4.36E-05
YIN,PVG,0.0004,0.0018,0.00036,3.54E-05
SHA,JGS,0.0004,0.0017,0.00054,5.29E-05
CTU,LYG,0.0004,0.0018,0.00044,4.32E-05
PVG,YIN,0.0004,0.0014,0.00047,3.70E-05
FOC,ENH,0.0004,0.0018,0.00029,2.53E-05
HLH,HGH,0.0004,0.0017,0.00045,4.24E-05
WMT,TYN,0.0004,0.0023,0.00034,3.91E-05
KMG,TVS,0.0004,0.0017,0.00043,3.97E-05
DSN,CGQ,0.0004,0.0017,0.00030,2.65E-05
YIH,LHW,0.0004,0.0019,0.00035,3.51E-05
YCU,NNG,0.0004,0.0017,0.00050,4.64E-05
WUT,HRB,0.0004,0.0016,0.00042,3.30E-05
HAK,AQG,0.0004,0.0017,0.00029,2.57E-05
YBP,KHN,0.0004,0.0018,0.00028,2.59E-05
YNT,DDG,0.0004,0.0017,0.00062,6.26E-05
PVG,LNL,0.0004,0.0016,0.00053,4.75E-05
SZX,JIU,0.0004,0.0018,0.00049,4.82E-05
TCZ,TFU,0.0004,0.0019,0.00034,3.44E-05
LLV,TFU,0.0004,0.0016,0.00054,4.28E-05
LLV,KWE,0.0004,0.0017,0.00053,5.28E-05
CTU,DLU,0.0004,0.0014,0.00061,2.33E-05
KOW,CGO,0.0004,0.0017,0.00032,2.82E-05
HRB,DSN,0.0004,0.0016,0.00047,4.15E-05
YIH,ZUH,0.0004,0.0017,0.00032,2.88E-05
WMT,XMN,0.0004,0.0017,0.00033,3.07E-05
SJW,KHN,0.0004,0.0017,0.00029,2.59E-05
TSN,YIH,0.0004,0.0016,0.00050,4.08E-05
NKG,YBP,0.0004,0.0014,0.00059,3.50E-05
ZHA,HFE,0.0004,0.0018,0.00041,3.88E-05
YNT,LHW,0.0004,0.0016,0.00048,4.15E-05
KWL,TAO,0.0004,0.0016,0.00046,4.16E-05
FOC,FUO,0.0004,0.0018,0.00028,2.49E-05
FOC,WUX,0.0004,0.0018,0.00033,3.16E-05
YBP,WNZ,0.0004,0.0018,0.00038,3.63E-05
YBP,WUH,0.0004,0.0017,0.00046,4.36E-05
JMU,TNA,0.0004,0.0015,0.00053,4.84E-05
SHS,PVG,0.0004,0.0017,0.00054,5.55E-05
XMN,ZUH,0.0004,0.0019,0.00035,3.39E-05
LZH,HFE,0.0004,0.0018,0.00045,4.42E-05
HGH,HUZ,0.0004,0.0016,0.00055,5.34E-05
NNG,SWA,0.0004,0.0017,0.00035,3.36E-05
DLC,WHA,0.0004,0.0018,0.00045,4.31E-05
FOC,WDS,0.0004,0.0017,0.00028,2.42E-05
YIW,TAO,0.0004,0.0018,0.00047,4.65E-05
LZH,XMN,0.0004,0.0017,0.00035,3.34E-05
CAN,TCZ,0.0004,0.0017,0.00031,2.81E-05
SYX,ENY,0.0004,0.0016,0.00048,4.31E-05
BPE,PVG,0.0004,0.0018,0.00040,4.09E-05
YIH,BHY,0.0004,0.0018,0.00034,3.18E-05
PVG,HZG,0.0004,0.0016,0.00051,4.36E-05
HGH,WDS,0.0004,0.0016,0.00051,4.18E-05
CSX,XIC,0.0004,0.0017,0.00044,4.11E-05
TFU,YLX,0.0004,0.0021,0.00032,3.38E-05
JGN,CGO,0.0004,0.0017,0.00028,2.34E-05
ZUH,DZH,0.0004,0.0017,0.00029,2.59E-05
YCU,WUH,0.0004,0.0015,0.00060,5.87E-05
FUG,NNG,0.0004,0.0014,0.00064,4.64E-05
BZX,HAK,0.0004,0.0017,0.00030,2.76E-05
NKG,TLQ,0.0004,0.0014,0.00045,3.63E-05
CAN,HDG,0.0004,0.0017,0.00032,2.93E-05
SQD,SYX,0.0004,0.0017,0.00033,3.05E-05
CZX,JNZ,0.0004,0.0017,0.00028,2.65E-05
HNY,TAO,0.0004,0.0017,0.00045,4.29E-05
TXN,TFU,0.0004,0.0011,0.00079,4.47E-05
FUG,PEK,0.0004,0.0018,0.00034,3.30E-05
SZX,LZH,0.0004,0.0018,0.00047,4.74E-05
CZX,ZUH,0.0004,0.0016,0.00033,2.90E-05
WUH,LUM,0.0004,0.0017,0.00031,2.77E-05
YIC,PKX,0.0004,0.0018,0.00030,2.82E-05
SHS,CAN,0.0004,0.0017,0.00049,4.82E-05
PVG,UCB,0.0004,0.0016,0.00049,4.32E-05
CGQ,DSN,0.0004,0.0016,0.00029,2.53E-05
TNA,JMU,0.0004,0.0016,0.00050,4.66E-05
SZX,GYS,0.0004,0.0017,0.00041,3.80E-05
AQG,HAK,0.0004,0.0017,0.00031,2.79E-05
ACX,WUH,0.0004,0.0019,0.00029,2.90E-05
NKG,BAV,0.0004,0.0013,0.00059,2.62E-05
ACX,PKX,0.0004,0.0017,0.00033,3.32E-05
HIA,TSN,0.0004,0.0018,0.00029,2.87E-05
CZX,NNG,0.0004,0.0016,0.00033,2.91E-05
HRB,SQD,0.0004,0.0016,0.00028,2.49E-05
ENH,SZX,0.0004,0.0016,0.00047,4.53E-05
TFU,YUS,0.0004,0.0013,0.00068,2.59E-05
BAV,NKG,0.0004,0.0014,0.00050,2.26E-05
YYA,PEK,0.0004,0.0017,0.00029,2.66E-05
HGH,YLX,0.0004,0.0016,0.00051,4.72E-05
FOC,LYI,0.0004,0.0017,0.00030,2.76E-05
NKG,WMT,0.0004,0.0016,0.00034,2.97E-05
CZX,SWA,0.0004,0.0016,0.00053,5.11E-05
TFU,HSC,0.0004,0.0017,0.00040,3.75E-05
DOY,WUH,0.0004,0.0015,0.00049,4.51E-05
WMT,ZUH,0.0004,0.0016,0.00035,3.17E-05
ZUH,CSX,0.0004,0.0018,0.00033,3.18E-05
CAN,SHS,0.0004,0.0016,0.00049,4.73E-05
HGH,DSN,0.0004,0.0013,0.00056,2.45E-05
MIG,NGB,0.0004,0.0017,0.00042,4.09E-05
NGB,BZX,0.0004,0.0016,0.00044,3.83E-05
TAO,HNY,0.0004,0.0016,0.00042,3.67E-05
TFU,WDS,0.0004,0.0018,0.00048,4.98E-05
XMN,TXN,0.0004,0.0017,0.00049,4.51E-05
SYX,SQD,0.0004,0.0017,0.00029,2.70E-05
DYG,XIY,0.0004,0.0017,0.00055,4.99E-05
URC,WXN,0.0004,0.0016,0.00030,2.84E-05
SZX,YIC,0.0004,0.0018,0.00050,5.13E-05
CAN,CGD,0.0004,0.0013,0.00069,4.10E-05
WUS,PEK,0.0004,0.0017,0.00041,3.85E-05
JHG,BFJ,0.0004,0.0017,0.00053,5.39E-05
WEH,SHE,0.0004,0.0016,0.00059,5.91E-05
PVG,YZY,0.0004,0.0011,0.00060,1.86E-05
BPL,CTU,0.0004,0.0016,0.00043,3.76E-05
PVG,EHU,0.0004,0.0016,0.00057,5.62E-05
JGS,DSN,0.0004,0.0016,0.00032,2.96E-05
KMG,SHS,0.0004,0.0018,0.00028,2.66E-05
LYG,CSX,0.0004,0.0016,0.00035,3.13E-05
LZH,HAK,0.0004,0.0015,0.00064,5.68E-05
WMT,KHN,0.0004,0.0021,0.00029,3.15E-05
LZO,HFE,0.0004,0.0013,0.00056,2.59E-05
YNZ,XMN,0.0004,0.0015,0.00039,3.61E-05
FOC,LYG,0.0004,0.0012,0.00075,4.86E-05
SHE,LFQ,0.0004,0.0016,0.00043,3.85E-05
SQD,HRB,0.0004,0.0016,0.00027,2.37E-05
KWE,HUZ,0.0004,0.0015,0.00050,4.55E-05
XFN,KMG,0.0004,0.0016,0.00032,2.96E-05
NNY,SZX,0.0004,0.0016,0.00038,3.53E-05
HFE,YBP,0.0004,0.0016,0.00032,2.85E-05
PKX,NBS,0.0004,0.0017,0.00028,2.66E-05
TNA,DSN,0.0004,0.0016,0.00050,4.82E-05
KMG,TXN,0.0004,0.0018,0.00022,2.10E-05
LXA,DIG,0.0004,0.0018,0.00033,3.46E-05
WNZ,TEN,0.0004,0.0016,0.00028,2.47E-05
TFU,DIG,0.0004,0.0017,0.00041,3.16E-05
TFU,DSN,0.0004,0.0018,0.00042,4.14E-05
TFU,XFN,0.0004,0.0018,0.00047,4.90E-05
SZX,LZY,0.0004,0.0013,0.00037,1.72E-05
SJW,NTG,0.0004,0.0017,0.00030,2.79E-05
TAO,SWA,0.0004,0.0015,0.00046,4.24E-05
KWL,XNN,0.0004,0.0015,0.00049,4.47E-05
HAK,TVS,0.0004,0.0016,0.00038,3.41E-05
HET,RLK,0.0004,0.0011,0.00097,7.09E-05
PEK,AKU,0.0004,0.0016,0.00031,2.93E-05
LLV,SHE,0.0004,0.0015,0.00051,4.92E-05
ZUH,LYI,0.0004,0.0016,0.00045,4.40E-05
DLC,JXA,0.0004,0.0016,0.00058,5.99E-05
CGO,JUZ,0.0004,0.0012,0.00065,3.81E-05
LJG,ZYI,0.0004,0.0017,0.00048,4.90E-05
SQD,SZX,0.0004,0.0016,0.00034,3.03E-05
CSX,LZO,0.0004,0.0017,0.00027,2.42E-05
TEN,JHG,0.0004,0.0014,0.00055,5.23E-05
CSX,KWE,0.0004,0.0017,0.00029,2.68E-05
SWA,LYI,0.0004,0.0011,0.00073,4.51E-05
CTU,YIH,0.0004,0.0018,0.00046,4.89E-05
NNG,YNZ,0.0004,0.0017,0.00027,2.50E-05
PVG,AKA,0.0004,0.0015,0.00050,4.62E-05
WNZ,HZG,0.0004,0.0016,0.00026,2.28E-05
LJG,TAO,0.0004,0.0016,0.00039,3.68E-05
YIH,TSN,0.0004,0.0015,0.00049,4.14E-05
XIY,ZHA,0.0004,0.0016,0.00041,3.86E-05
JJN,CZX,0.0004,0.0017,0.00048,4.87E-05
NGB,XMN,0.0004,0.0016,0.00038,3.52E-05
LJG,XFN,0.0004,0.0016,0.00045,4.37E-05
KOW,KWE,0.0004,0.0015,0.00049,4.66E-05
CAN,AKA,0.0004,0.0016,0.00034,3.13E-05
JJN,ZUH,0.0004,0.0017,0.00034,3.21E-05
NNG,CZX,0.0004,0.0017,0.00026,2.45E-05
NGB,MIG,0.0004,0.0014,0.00048,4.20E-05
KWL,SYX,0.0004,0.0015,0.00051,4.59E-05
CAN,LFQ,0.0004,0.0015,0.00044,3.59E-05
TVS,HAK,0.0004,0.0014,0.00043,3.65E-05
HFE,LZO,0.0004,0.0011,0.00068,2.85E-05
LYG,CKG,0.0004,0.0015,0.00049,4.57E-05
RIZ,CKG,0.0004,0.0014,0.00051,4.57E-05
TXN,TAO,0.0004,0.0016,0.00048,4.14E-05
LZO,LXA,0.0004,0.0011,0.00062,1.95E-05
XIY,LZY,0.0004,0.0011,0.00061,2.02E-05
JDZ,CAN,0.0004,0.0015,0.00051,4.98E-05
